Year,AHRQ/CCS Condition Category,CCS Category Number,AHRQ Category,Volatility Level,NIPA Dollars,Uncontrolled Dollars,Number of Episodes,Per Capita Index,Medical Care Expenditure Index,Prevalence Index,Per Capita Dollars,Cost Per Case Dollars,Unweighted MEPS Patients,Share MEPS Spending,CCS Chapter Number,CCS Chapter,Chapter Spending (Billions),CCS Category,,Format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1250615154,1014018130,659892.2098,0.715447123,1.401290783,0.510562927,4.012711544,1895.180964,16,0.448177845,9,Diseases of the digestive system,99.72,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1211795376,961607408.9,590811.3965,0.688084041,1.484241203,0.463593141,3.859240865,2051.069738,14.5,0.448177845,9,Diseases of the digestive system,104.14,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1217910857,975847296.5,582025.179,0.686730752,1.528958286,0.449149436,3.851650706,2092.539809,16.5,0.448177845,9,Diseases of the digestive system,107.58,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1176851132,943412113.6,590208.3259,0.658665893,1.457644652,0.451870003,3.694243987,1993.958879,18,0.448177845,9,Diseases of the digestive system,112.45,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Gasduo ulcer,139,Disorders of the upper GI_AHRQ,moderate,1233071478,1010408669,605388.4277,0.685113796,1.522013468,0.450136487,3.842581719,2036.826972,16,0.448177845,9,Diseases of the digestive system,118.2,Gastroduodenal ulcer (except hemorrhage),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,10562396513,8052716707,13775302.51,1,1,1,37.43374773,766.7633072,16.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,11647980922,9256876914,15017391.38,1.091917412,1.05445661,1.035526168,40.87456096,775.6327731,24.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,12818071320,10201791136,15837587.04,1.190508365,1.101910033,1.080404325,44.56518981,809.3449646,40.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,13371355337,10595391448,15384687,1.231267783,1.178113318,1.045118296,46.09096759,869.1340512,41.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,14331141972,11420747543,15848092.23,1.30749055,1.232753561,1.060626058,48.9442714,904.2818383,32,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,15075673426,12071081684,16888926.41,1.362798139,1.222652019,1.114624699,51.01464174,892.6365752,36.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,15918824199,12713804591,17275798.22,1.425207489,1.258914203,1.132092628,53.35085761,921.4523114,42.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,16829290342,13319581153,17795565.04,1.492459421,1.280375956,1.165641555,55.86834946,945.7013759,46.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,17432140940,14004004105,17956075.09,1.531368172,1.334134271,1.14783662,57.32484984,970.8213434,46.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,18109675329,14806361176,18709889.77,1.577002218,1.353741785,1.164920988,59.03310319,967.9199373,44.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,18337482740,14998112982,18362939.1,1.583539224,1.397182544,1.133380338,59.27780784,998.6137102,41,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,19107937485,15493011557,18517441.88,1.63781467,1.431243669,1.144329722,61.30954119,1031.888616,45.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,19495302131,15470290893,18027312.38,1.65859081,1.468000555,1.129829825,62.08726998,1081.431426,52.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,19806423221,15869835170,18262418.07,1.673301263,1.486527197,1.125644567,62.63793736,1084.545494,50,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,20882844346,16740544144,18716690.63,1.751178384,1.530027485,1.144540475,65.55316987,1115.733799,45.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Non-malignant neoplasm_AHRQ,0,Non-malignant neoplasm_AHRQ,NA,22182025841,18176489848,19445882.63,1.846599687,1.598972822,1.154866213,69.12514684,1140.705529,39,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,8838960983,6738778334,12186541.05,1,1,1,31.32579195,725.3051502,16.5,0.043403747,2,Neoplasms,60.18,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,9960099876,7915485029,13356479.71,1.115742778,1.071728568,1.04106843,34.95152613,745.712949,23,0.043403747,2,Neoplasms,65.89,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,11122571237,8852357411,14137935.64,1.234457702,1.132327942,1.090194506,38.67036514,786.718197,35.5,0.043403747,2,Neoplasms,71.1,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,11690510604,9263498946,13764956.22,1.286387514,1.217025019,1.056993483,40.29710764,849.2951531,36.5,0.043403747,2,Neoplasms,75.42,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,12563348700,10011960950,14243319.7,1.369696746,1.271180463,1.077499841,42.90683531,882.0520053,28.5,0.043403747,2,Neoplasms,83.27,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,13354445639,10692895740,15216720.11,1.442586705,1.270789344,1.135189488,45.19017099,877.6165654,31.5,0.043403747,2,Neoplasms,87.25,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,14129323268,11284593183,15571635.02,1.511644683,1.310542097,1.153449924,47.35346684,907.3757027,36.5,0.043403747,2,Neoplasms,93.61,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,15021458878,11888768717,16093706.22,1.591879141,1.335918899,1.191598638,49.86687477,933.3747413,38,0.043403747,2,Neoplasms,98.67,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,15537472481,12481933755,16426028.09,1.631062153,1.374195737,1.186921273,51.09431366,945.905632,37.5,0.043403747,2,Neoplasms,101.79,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,16099115166,13162539330,17088223.95,1.67527033,1.392970886,1.202659974,52.47916982,942.1175198,37,0.043403747,2,Neoplasms,106.92,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,16318815398,13347057529,16788741.79,1.683987978,1.437694685,1.171311264,52.75225706,972.0094335,34,0.043403747,2,Neoplasms,110.18,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,17032450351,13810174455,16974277.27,1.744573723,1.471320065,1.185720065,54.65015349,1003.427132,38,0.043403747,2,Neoplasms,117.76,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,17334698561,13755766773,16576903.6,1.762328354,1.500654367,1.174373255,55.20633137,1045.713903,42.5,0.043403747,2,Neoplasms,122.26,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,17650847270,14142686625,16841097.85,1.781947445,1.518660873,1.173367588,55.82091493,1048.081748,44.5,0.043403747,2,Neoplasms,121.82,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,18674212195,14970014066,17316418.57,1.871303698,1.563375919,1.196963364,58.62007033,1078.410765,45.5,0.043403747,2,Neoplasms,128.96,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Ot bnign neo,47,Non-malignant neoplasm_AHRQ,low,19904789414,16310467102,18060301.23,1.980114883,1.633204973,1.212410516,62.02866686,1102.129425,39,0.043403747,2,Neoplasms,135.84,Other and unspecified benign neoplasm,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,1723435530,1313938373,1588761.468,1,1,1,6.107955782,1084.766697,0,0.026407958,2,Neoplasms,60.18,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,1687881046,1341391885,1660911.667,0.969724576,0.976546305,0.993014433,5.92303483,1016.237696,1.5,0.026407958,2,Neoplasms,65.89,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,1695500084,1349433725,1699651.396,0.965105983,0.960009226,1.005309071,5.894824671,997.5575506,5,0.026407958,2,Neoplasms,71.1,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,1680844733,1331892501,1619730.772,0.948575948,0.994283066,0.954030074,5.793859945,1037.730937,5,0.026407958,2,Neoplasms,75.42,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,1767793272,1408786593,1604772.53,0.988454452,1.061488835,0.931196277,6.037436085,1101.584953,3.5,0.026407958,2,Neoplasms,83.27,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,1721227787,1378185944,1672206.297,0.953587576,0.996555899,0.956883179,5.82447075,1029.315456,5,0.026407958,2,Neoplasms,87.25,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,1789500931,1429211409,1704163.198,0.981898198,1.014072474,0.968272212,5.997390774,1050.076033,6,0.026407958,2,Neoplasms,93.61,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,1807831465,1430812436,1701858.822,0.98256682,1.016583082,0.96653863,6.00147469,1062.268762,8.5,0.026407958,2,Neoplasms,98.67,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,1894668458,1522070350,1530046.999,1.020068973,1.20285605,0.848039109,6.230536183,1238.307359,9,0.026407958,2,Neoplasms,101.79,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,2010560162,1643821846,1621665.816,1.073015851,1.225679968,0.875445369,6.553933374,1239.811644,7.5,0.026407958,2,Neoplasms,106.92,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,2018667342,1651055453,1574197.303,1.068369028,1.268195471,0.842432457,6.52555078,1282.347097,7,0.026407958,2,Neoplasms,110.18,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,2075487134,1682837102,1543164.616,1.090280929,1.318601375,0.826846498,6.659387703,1344.955108,7.5,0.026407958,2,Neoplasms,117.76,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,2160603570,1714524120,1450408.771,1.126553442,1.429344399,0.788160952,6.880938612,1489.651478,10,0.026407958,2,Neoplasms,122.26,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,2155575951,1727148545,1421320.224,1.116089028,1.469337145,0.759586751,6.817022433,1516.601196,5.5,0.026407958,2,Neoplasms,121.82,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,2208632151,1770530078,1400272.064,1.135093277,1.52888418,0.742432482,6.933099543,1577.287877,0,0.026407958,2,Neoplasms,128.96,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Bnign ut neo,46,Non-malignant neoplasm_AHRQ,low,2277236426,1866022747,1385581.403,1.161842069,1.628428109,0.713474585,7.096479983,1643.524099,0,0.026407958,2,Neoplasms,135.84,Benign neoplasm of uterus,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,11600070619,8843834102,8063189.343,1,1,1,41.11132513,1438.645445,25.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,11605491376,9223109645,8120701.093,0.990614106,1.035500034,0.956652896,40.72545859,1429.124314,34.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,11808902088,9398602148,8105307.398,0.998667975,1.05720704,0.94462857,41.0565638,1456.934513,48.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,12532789809,9930916546,8175203.278,1.050815997,1.107533938,0.948788982,43.20043812,1533.024854,66.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,13773666616,10976485298,8877480.277,1.144219015,1.127300903,1.015007628,47.04035996,1551.528833,64,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,13404828399,10733237183,8926393.175,1.103361697,1.096278724,1.006460923,45.36066145,1501.707144,47,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,14036129317,11210162455,8902632.829,1.144237834,1.148047125,0.996681939,47.04113364,1576.626778,49,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,15212208469,12039737927,9188247.896,1.228374609,1.19467727,1.028206228,50.50010794,1655.615809,57,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,15995053758,12849528882,9172173.212,1.279429694,1.277265637,1.001694288,52.59905012,1743.86739,65.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,16116532317,13176779487,9289805.724,1.277894723,1.293209592,0.988157473,52.53594546,1734.862149,78,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,16986761198,13893366241,9153561.825,1.33567723,1.383832851,0.965201274,54.91146088,1855.754243,76.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,18089131185,14666947635,9558554.737,1.411791254,1.398987329,1.009152281,58.04060927,1892.454632,74.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,19590875954,15546132490,9756715.742,1.517626751,1.452730262,1.044672084,62.39164679,2007.937555,75.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,19878075233,15927246123,9816914.111,1.529129433,1.479217278,1.033742274,62.8645373,2024.880223,79.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,21237762493,17025061080,10133415.54,1.621628356,1.531789533,1.058649587,66.66729059,2095.814822,83,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Complications of pregnancy and birth_AHRQ,0,Complications of pregnancy and birth_AHRQ,NA,22107906014,18115754265,10108181.09,1.675795401,1.633991067,1.025584187,68.89416957,2187.12999,72.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Ot compl bir,195,Complications of pregnancy and birth_AHRQ,low,3099755968,2363237987,2190338.231,1,1,1,10.98571548,1415.195116,4.5,0.030638968,11,Complications of pregnancy; childbi,25.73,Other complications of birth; puerperium affecting management of mother,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Ot compl bir,195,Complications of pregnancy and birth_AHRQ,low,3044422837,2419462022,2119883.889,0.972476407,1.057816799,0.919324034,10.68334913,1436.127164,4,0.030638968,11,Complications of pregnancy; childbi,25.32,Other complications of birth; puerperium affecting management of mother,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Ot compl bir,195,Complications of pregnancy and birth_AHRQ,low,3074676580,2447108266,2117822.7,0.973070193,1.070945351,0.908608635,10.68987229,1451.810192,9.5,0.030638968,11,Complications of pregnancy; childbi,26.31,Other complications of birth; puerperium affecting management of mother,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Ot compl bir,195,Complications of pregnancy and birth_AHRQ,low,3343362703,2649262973,2182691.593,1.049048438,1.124958285,0.932522078,11.52454767,1531.761388,20,0.030638968,11,Complications of pregnancy; childbi,28.64,Other complications of birth; puerperium affecting management of mother,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Ot compl bir,195,Complications of pregnancy and birth_AHRQ,low,3652703771,2910906032,2371199.307,1.135552389,1.137794556,0.998029374,12.47485546,1540.445698,21.5,0.030638968,11,Complications of pregnancy; childbi,30.32,Other complications of birth; puerperium affecting management of mother,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Ot compl bir,195,Complications of pregnancy and birth_AHRQ,low,3660584978,2931027957,2396777.155,1.127561571,1.133433459,0.99481938,12.38707061,1527.294671,16,0.030638968,11,Complications of pregnancy; childbi,30.62,Other complications of birth; puerperium affecting management of mother,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Ot compl bir,195,Complications of pregnancy and birth_AHRQ,low,3716216517,2968011332,2406203.664,1.13371288,1.143238643,0.991667739,12.45464714,1544.43141,17.5,0.030638968,11,Complications of pregnancy; childbi,33.18,Other complications of birth; puerperium affecting management of mother,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Ot compl bir,195,Complications of pregnancy and birth_AHRQ,low,4002852576,3168067021,2443852.949,1.20959863,1.201497898,1.006742194,13.2883064,1637.926937,20.5,0.030638968,11,Complications of pregnancy; childbi,34.88,Other complications of birth; puerperium affecting management of mother,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Ot compl bir,195,Complications of pregnancy and birth_AHRQ,low,4362120291,3504282731,2440300.756,1.305754369,1.33094316,0.981074481,14.34464599,1787.533885,23.5,0.030638968,11,Complications of pregnancy; childbi,36.6,Other complications of birth; puerperium affecting management of mother,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Ot compl bir,195,Complications of pregnancy and birth_AHRQ,low,4268248579,3489694260,2452787.911,1.266503243,1.31865476,0.96045097,13.91344429,1740.162107,23.5,0.030638968,11,Complications of pregnancy; childbi,37.34,Other complications of birth; puerperium affecting management of mother,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
